,img_url,bank,category,item_name,item_code,item_filename,required_points,required_partial_points,last_until_date
178,https://rewards.affinbank.com.my/affinrewards/catalog/image/165,affin_bank,Voucher,Pizza Hut RM50,,,30650.0,,
179,https://rewards.affinbank.com.my/affinrewards/catalog/image/164,affin_bank,Voucher,KFC RM50 Voucher,,,30650.0,,
180,https://rewards.affinbank.com.my/affinrewards/catalog/image/163,affin_bank,Voucher,Kenny Rogers' RM50,,,30650.0,,
181,https://rewards.affinbank.com.my/affinrewards/catalog/image/162,affin_bank,Voucher,Guardian RM50,,,30650.0,,
182,https://rewards.affinbank.com.my/affinrewards/catalog/image/161,affin_bank,Voucher,Giant RM50 Voucher,,,30650.0,,
183,https://rewards.affinbank.com.my/affinrewards/catalog/image/160,affin_bank,Voucher,Isetan RM50 Voucher,,,30650.0,,
184,https://rewards.affinbank.com.my/affinrewards/catalog/image/159,affin_bank,Voucher,AEON RM50 Voucher,,,30650.0,,
185,https://rewards.affinbank.com.my/affinrewards/catalog/image/158,affin_bank,Voucher,AEON BiG RM50,,,30650.0,,
186,https://rewards.affinbank.com.my/affinrewards/catalog/image/215,affin_bank,Tax,Sales & Service Tax,,,15325.0,,
187,https://rewards.affinbank.com.my/affinrewards/catalog/image/218,affin_bank,AirMiles Redemption,Malindo Miles,,,9000.0,,
188,https://rewards.affinbank.com.my/affinrewards/catalog/image/217,affin_bank,AirMiles Redemption,AirAsia BIG Points,,,10000.0,,
189,https://rewards.affinbank.com.my/affinrewards/catalog/image/216,affin_bank,AirMiles Redemption,Enrich Miles,,,12000.0,,
190,https://www.alliancebank.com.my/Alliance/media/Images/rewards/10022017102103.jpg,alliance_bank,Air Miles ,"1,000 Enrich Miles",,,6000.0,,
191,https://www.alliancebank.com.my/Alliance/media/Images/rewards/12112017231226.jpg,alliance_bank,Air Miles ,"1,000 BIG Points",,,3000.0,,
192,https://www.alliancebank.com.my/Alliance/media/Images/rewards/09152019160115.jpg,alliance_bank,Children,"Yvolution, YGlider 3 In 1 Black/Red - YV100074",,,146700.0,,
193,https://www.alliancebank.com.my/Alliance/media/Images/rewards/09152019151658.jpg,alliance_bank,Children,Vtech Alphabet Apple-BB - TTVTF101003,,,58200.0,,
194,https://www.alliancebank.com.my/Alliance/media/Images/rewards/09152019152942.jpg,alliance_bank,Children,Little Bean Home & Car Bottle Warmer - LBBEF-BW219,,,51200.0,,
195,https://www.alliancebank.com.my/Alliance/media/Images/rewards/09152019160602.jpg,alliance_bank,Children,Thermos Hello Kitty 370ml S/Steel Outdoor Mug - TCMG-371KT,,,46200.0,,
196,https://www.alliancebank.com.my/Alliance/media/Images/rewards/09152019153526.jpg,alliance_bank,Children,Transformers Multi-Function Digital Watch - TFSQ1385-01B,,,45700.0,,
197,https://www.alliancebank.com.my/Alliance/media/Images/rewards/09152019161427.jpg,alliance_bank,Children,Eplas Bottle Set - EGB-380BPA/EGB-480BPA,,,24200.0,,
198,https://www.alliancebank.com.my/Alliance/media/Images/rewards/09152019150237.jpg,alliance_bank,Children,Faber-Castell Classic Colour 24L Pencils (Slim Flexi) + Stamp Markers Set - 115896 / 552601,,,21700.0,,
199,https://www.alliancebank.com.my/Alliance/media/Images/rewards/0917201904829.jpg,alliance_bank,Electrical Appliances,CBTL™ (Clio) Coffee Machine - S21,,,419500.0,,
200,https://www.alliancebank.com.my/Alliance/media/Images/rewards/0917201905852.jpg,alliance_bank,Electrical Appliances,Philips Viva Collection Electric Pressure Cooker - HD2136/60,,,201200.0,,
201,https://www.alliancebank.com.my/Alliance/media/Images/rewards/10152019195243.jpg,alliance_bank,Electrical Appliances,Elba 3.2L Air Fryer - EAF-H3214(BK),,,200500.0,,
202,https://www.alliancebank.com.my/Alliance/media/Images/rewards/0917201905833.jpg,alliance_bank,Electrical Appliances,Panasonic 20L Straight Microwave Oven - NN-ST25JBMPQ,,,169200.0,,
203,https://www.alliancebank.com.my/Alliance/media/Images/rewards/0917201904608.jpg,alliance_bank,Electrical Appliances,Khind DC Tower Fan - FD401R,,,140700.0,,
